id,En_symbol,part of,math,math formula,Tex formula,unit of measure,vars,Ro description,En description,En wiki
,,"m,o,r",lambda,bar h / p,\bar h / p,m,,Lungimea de undă asociată unei particule în mişcare (ipoteza Louis de Broglie),The wavelength associated with a moving particle (hypothesis Louis de Broglie),https://en.wikipedia.org/wiki/Matter_wave
,,"m,o,r",lambda,bar h / m * v,\bar h / m * v,m,,Lungimea de undă asociată unei particule în mişcare (ipoteza Louis de Broglie),The wavelength associated with a moving particle (hypothesis Louis de Broglie),https://en.wikipedia.org/wiki/Matter_wave
,,"m,o,r",h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,"m,o,r",p,m * v,m * v,,,impulsul particulei,the particle impulse,https://en.wikipedia.org/wiki/Impulse_(physics)
,,"m,o,r",lambda,bar h / sqrt (2 * m * e * U),\bar h / \sqrt (2 * m * e * U),m,,lungimea de undă asociată electronului accelerat,the wavelength associated with accelerated electron ,https://en.wikipedia.org/wiki/Wavelength
,,"m,o,r",m,,,,,masa particulei,particle mass,https://en.wikipedia.org/wiki/Mass
,,"m,o,r",v,,,,,viteza particulei,particle velocity,https://en.wikipedia.org/wiki/Velocity
,,"m,o,r",e,,,,,sarcina electronului,electron charge,https://en.wikipedia.org/wiki/Elementary_charge
,,"m,o,r",U,,,V,,tensiunea de accelerare,the acceleration tension,https://en.wikipedia.org/wiki/Acceleration
,,"m,o,r",lambda,2 * pi * r / n,2 * \pi * r / n,m,,lungimea de undă asociată electronului aflat în stare legată in atom (modelul Bohr),the wavelength associated with the electron in a state linked to the atom (Bohr model),https://en.wikipedia.org/wiki/Wavelength
,,"m,o,r",r,,,,,raza orbitei staţionare,stationary orbit radius,https://en.wikipedia.org/wiki/Radius
,,"m,o,r",n,integer,integer,1,,număr întreg,whole number,https://en.wikipedia.org/wiki/Natural_number
,,"m,o,r",lambda,,,,,lungimea de undă a undei staţionare asociată electronului,the wavelength of the standing wave associated with the electron,https://en.wikipedia.org/wiki/Wavelength
,,c,lambda,bar h / (m_0 * c),\bar h / (m_0 * c),m,,Lungimea de undă Compton,Compton wavelength,https://en.wikipedia.org/wiki/Compton_wavelength
,,c,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,c,c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Vacuum
,,c,m_0,,,,,masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Electron#Fundamental_properties
,,r,lambda_min,(bar h * c) / (e * U),(\bar h * c) / (e * U),m,,Lungimea de undă minimă a spectrului de raze X de frânare,The minimum wavelength of the X-ray spectrum of the brake,https://en.wikipedia.org/wiki/Wavelength
,,r,h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,r,c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Vacuum
,,r,e,,,,,sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Elementary_charge
,,r,U,,,,,tensiunea de accelerare a electronilor,acceleration tension of the electrons,https://en.wikipedia.org/wiki/Tension_(physics)
,,a,mu,(e * bar h) / (2 * m_0),(e * \bar h) / (2 * m_0),A * m^{-2},,Magnetonul Bohr-Procopiu,the magneton Bohr-Procopiu,https://en.wikipedia.org/wiki/Bohr_magneton
,,a,bar h,h / (2 * pi),h / (2 * \pi),,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,a,m_0,,,kg,,masa electronului,mass of the electron,https://en.wikipedia.org/wiki/Electron#Fundamental_properties
,,"m,c,a,r",m,vec F / vec a,\vec F / \vec a,kg,,Masă,mass  ,https://en.wikipedia.org/wiki/Mass
,,"m,c,a,r",m,rho * V,\rho * V,kg,,Masă,mass ,https://en.wikipedia.org/wiki/Mass
,,"m,c,a,r",vec F,,,N,,forţa care acţionează asupra corpului,the force acting on the body,https://en.wikipedia.org/wiki/Force
,,"m,c,a,r",vec a,,,,,acceleraţia imprimată corpului,the acceleration imprinted to the body,https://en.wikipedia.org/wiki/Acceleration
,,"m,c,a,r",rho,,,,,densitatea unui corp,the density of a body,https://en.wikipedia.org/wiki/Density
,,"m,c,a,r",m_{r_A},m_A / (1/12 * m_C),m_A / (1/12 * m_C),1,,masa atomică (moleculară) relativă,atomic mass (molecular) relative,https://en.wikipedia.org/wiki/Atomic_mass
,,"m,c,a,r",m_A,,,kg,,masa absolută a atomului (moleculei) unei substanţe A,the absolute mass of the atom (molecule) of a substance A,https://en.wikipedia.org/wiki/Atomic_mass
,,"m,c,a,r",m_C,,,kg,,masa absolută a atomului de carbon,The absolute mass of the carbon atom,https://en.wikipedia.org/wiki/Carbon
,,"m,c,a,r",m,bar h * nu / c^2,\bar h * \nu / c^2,kg,,masa fotonului,photon mass,https://en.wikipedia.org/wiki/Photon
,,"m,c,a,r",m_0,0,0,kg,,masa fotonului (masa de repaus),photon mass (rest mass),https://en.wikipedia.org/wiki/Photon
,,"m,c,a,r",h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,"m,c,a,r",nu,,,,,frecventa radiaţiei,the radiation's frequency,https://en.wikipedia.org/wiki/Radiation
,,"m,c,a,r",c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Vacuum
,,"m,c,a,r",m_0,,,,,masa de repaus  ,rest mass,https://en.wikipedia.org/wiki/Invariant_mass
,,"m,c,a,r",mu,m / nu,m / \nu,kg * mol^{-1},,masa molară,molar mass,https://en.wikipedia.org/wiki/Molar_mass
,,"m,c,a,r",mu,N_A * m_A,N_A * m_A,kg * mol^{-1},,masa molară,molar mass,https://en.wikipedia.org/wiki/Molar_mass
,,"m,c,a,r",m,,,kg,,masa cantităţii de substanţă,the mass of the amount of substance,https://en.wikipedia.org/wiki/Mass
,,"m,c,a,r",nu,,,1,,număr de moli,the number of moles,
,,"m,c,a,r",N_A,,,,,numărul lui Avogadro,Avogadro's number,https://en.wikipedia.org/wiki/Avogadro_constant
,,"m,c,a,r",m_A,,,kg,,masa absolută a moleculei,the absolute mass of the molecule,https://en.wikipedia.org/wiki/Molecular_mass
,,"m,c,a,r",m,m_0 / sqrt(1 - v^2 / c^2),m_0 / \sqrt(1 - v^2 / c^2),kg,,masa relativista,relativistic mass,https://en.wikipedia.org/wiki/Mass_in_special_relativity#Relativistic_mass
,,"m,c,a,r",m,,,,,masa de mişcare a unei particule,the mass of moving of a particle,https://en.wikipedia.org/wiki/Effective_mass_(solid-state_physics)
,,"m,c,a,r",m_0,,,,,masa de repaus a unei particule,the mass of rest of a particle,https://en.wikipedia.org/wiki/Effective_mass_(solid-state_physics)
,,"m,c,a,r",v,,,,,viteza particulei,particle velocity,https://en.wikipedia.org/wiki/Particle_velocity
,,"m,c,a,r",c,,,,,viteza luminii în vid,the velocity of light in vacuum,https://en.wikipedia.org/wiki/Vacuum
,,o,beta,y_2 / y_1,y_2 / y_1,1,,Mărirea liniară transversală,transversal linear increase,
,,o,y_1,,,m,,mărimea obiectului,size of the object,
,,o,y_2,,,m,,mărimea imaginii,picture size,
,,o,beta,y_2 / y_1,y_2 / y_1,1,,dioptrul sferic (a doua relaţie fundamentală),spherical diopter (second fundamental relation),https://en.wikipedia.org/wiki/Dioptre
,,o,beta,x_2 / x_1 * n_1/ n_2,x_2 / x_1 * n_1/ n_2,1,,dioptrul sferic (a doua relaţie fundamentală),spherical diopter (second fundamental relation),https://en.wikipedia.org/wiki/Dioptre
,,o,y_1,,,m,,distanţa obiect-dioptru,distance object-diopter,https://en.wikipedia.org/wiki/Distance
,,o,y_2,,,m,,distanţa dioptru-imagine,distance diopter-object,https://en.wikipedia.org/wiki/Distance
,,o,"n_1,n_2",,,,,indicii de refracţie ai mediilor separate de dioptru,the refractive parameters of the mediums separated by the diopter,https://en.wikipedia.org/wiki/Dioptre
,,o,beta,y_2 / y_1,y_2 / y_1,1,,mărirea liniară la oglinzi,linear increase of the mirrors,
,,o,beta,- x_2 / x_1 * n_1/ n_2,- x_2 / x_1 * n_1/ n_2,1,,mărirea liniară la oglinzi,linear increase of the mirrors,
,,o,y_1,,,m,,distanţa obiect-oglindă,the distance object-mirror,https://en.wikipedia.org/wiki/Distance
,,o,y_2,,,m,,distanţa imagine-oglindă,the distance object-mirror,https://en.wikipedia.org/wiki/Distance
,,o,beta,y_2 / y_1,y_2 / y_1,1,,mărirea liniară la lentile subţiri,the increase of thin lenses,https://en.wikipedia.org/wiki/Thin_lens
,,o,beta,x_2 / x_1 * n_1/ n_2,x_2 / x_1 * n_1/ n_2,1,,mărirea liniară la lentile subţiri,the increase of thin lenses,https://en.wikipedia.org/wiki/Thin_lens
,,o,y_1,,,m,,distanţa obiect-lentilă,the distance object-lens,https://en.wikipedia.org/wiki/Distance
,,o,y_2,,,m,,distanţa imagine-lentilă,the distance lens-object,https://en.wikipedia.org/wiki/Distance
,,o,beta,beta_1 * beta_2 * \cdots * beta_k,\beta_1 * \beta_2 * \cdots * \beta_k,1,,mărirea sistemului pentru sistem de lentile subţiri centrate,the system increase for the thin centered lenses system,https://en.wikipedia.org/wiki/Thin_lens
,,o,"beta_1,beta_2,...,beta_k",,,,,măririle lentilelor,the increases of the lenses,https://en.wikipedia.org/wiki/Lens_(optics)
,,e,,,,,,Mobilitate,mobility,https://en.wikipedia.org/wiki/Electrical_mobility
,,e,mu,v/E,v/E,m^2 * V^{-1} * s^{-1},,mobilitatea unei particule încărcate,the mobility of charged particles,https://en.wikipedia.org/wiki/Electrical_mobility
,,e,mu_n,v_n/E,v_n/E,m^2 * V^{-1} * s^{-1},,mobilitatea golurilor într-un semiconductor,the mobility of the goals of a semiconductor,https://en.wikipedia.org/wiki/Electrical_mobility
,,e,mu_p,v_p/E,v_p/E,m^2 * V^{-1} * s^{-1},,mobilitatea electronilor într-un semiconductor,the mobility of the electrons of a semiconductor,https://en.wikipedia.org/wiki/Electrical_mobility
,,"m,a",vec L,vec r xx vec p,\vec r xx \vec p,kg * m^2 * s^{-1},,Momentul cinetic,kinetic moment,
,,"m,a",vec L,vec r xx m * vec v,\vec r xx m * \vec v,kg * m^2 * s^{-1},,Momentul cinetic,kinetic moment,
,,"m,a",L,r * p * sin(alpha),r * p * \sin(\alpha),kg * m^2 * s^{-1},,momentul cinetic al unui punct material în raport cu un pol,kinetic moment of a material point in relation with a pole,
,,"m,a",vec r,,,,,vectorul de poziţie al punctului material,the position vector of the material point,https://en.wikipedia.org/wiki/Position_(vector)
,,"m,a",m,,,,,masa punctului material,mass of material point,https://en.wikipedia.org/wiki/Mass
,,"m,a",vec v,,,,,viteza punctului material,velocity ot the material point,https://en.wikipedia.org/wiki/Velocity
,,"m,a",vec p,,,,,impulsul punctului material,the impulse of the material point,https://en.wikipedia.org/wiki/Impulse_(physics)
,,"m,a",alpha,,,,,unghiul dintre vector r şi vector p,the angle between vector r and vector p,https://en.wikipedia.org/wiki/Angle
,,"m,a",L,r* p,r* p,kg * m^2 * s^{-1},,momentul cinetic al electronului în modelul cuantificat al atomului-condiţia de cuantificare Bohr,the kinetic momentum of the electron in the quantified model of the atom-Bohr quantization condition,
,,"m,a",L,n * (bar h) / (2 * pi),n * (\bar h) / (2 * \pi),kg * m^2 * s^{-1},,momentul cinetic al electronului în modelul cuantificat al atomului-condiţia de cuantificare Bohr,the kinetic momentum of the electron in the quantified model of the atom-Bohr quantization condition,
,,"m,a",h,,,,,constanta lui Planck,Planck's constant,https://en.wikipedia.org/wiki/Planck_constant
,,"m,a",L,sqrt(l * (l + 1)) * bar h/(2 * pi),\sqrt(l * (l + 1)) * \bar h/(2 * \pi),kg * m^2 * s^{-1},,momentul cinetic orbital al electronului în atom în câmpul de forţe electrostatice ale nucleului,orbital kinetic momentum of the electron in an atom in the field of electrostatic forces of the nucleus,
,,"m,a",S,,,,,moment cinetic propriu (de spin) al electronului in atom,the own kinetic moment (spine) of the electron in the atom,
,,"m,a",s,,,,,număr cuantic de spin,spine quantum number,https://en.wikipedia.org/wiki/Quantum_number
,,"m,e",vec M,vec r_1 xx vec F_1 + vec r_2 xx vec F_2,\vec r_1 xx \vec F_1 + \vec r_2 xx \vec F_2,N * m,,Momentul cuplului de forţe,the moment of the couple of the forces,https://en.wikipedia.org/wiki/Couple_(mechanics)
,,"m,e",vec M,vec r_0 xx vec F,\vec r_0 xx \vec F,N * m,,momentul forţei in raport cu un punct din spaţiu,the moment of the force in relation with a point in space,https://en.wikipedia.org/wiki/Torque
,,"m,e",M,F * r_0 *sin(alpha),F * r_0 * \sin(\alpha),N * m,,Momentul cuplului de forţe,the moment of the couple of the forces,https://en.wikipedia.org/wiki/Torque
,,"m,e",M,F * b,F * b,N * m,,Momentul cuplului de forţe,the moment of the couple of the forces,https://en.wikipedia.org/wiki/Torque
,,"m,e",vec r_0,vec r_1 - vec r_2,\vec r_1 - \vec r_2,m,,braţul cuplului,torque's arm,https://en.wikipedia.org/wiki/Radius_rod
,,"m,e","vec r_1,vec r_2",,,,,vectorii de poziţie ai forţelor vector F1 şi vector F2,position vectors of vector forces F1 and F2 ,
,,"m,e",alpha,,,,,unghiul dintre vector r0 şi vector F1(vector F2),the angle between vector r0  and vector F1 (vector F2),
,,m,E,sigma/epsilon,\sigma/\epsilon,N * m^2,,Modulul de elasticitate longitudinal (Young),The modulus of elasticity (Young),https://en.wikipedia.org/wiki/Young%27s_modulus
,,m,E,F/S_0 * l_0/(Delta l),F/S_0 * l_0/(\Delta l),N * m^2,,Modulul de elasticitate longitudinal (Young),the modulus of elasticity (Young),https://en.wikipedia.org/wiki/Young%27s_modulus
,,m,sigma,,,,,efort unitar (tensiune),unitary effort (tension),
,,m,Delta l,,,,,alungire relativa,relative elongation,https://en.wikipedia.org/wiki/Johnson_solid#Names
,,m,F,,,,,forţa deformatoare,deforming force,https://en.wikipedia.org/wiki/Deformation_(mechanics)
,,m,l_0,,,,,lungimea iniţiala a firului,the initial length of the wire,https://en.wikipedia.org/wiki/Length
,,m,S_0,,,,,aria secţiunii transversale ,cross sectional area,https://en.wikipedia.org/wiki/Cross_section_(geometry)
,,m,Delta l,,,,,alungirea ,elongation,
,,a,vec M,vec r xx vec F,\vec r xx \vec F,N * m,,Momentul forţei faţa de un punct,force moment to a point,
,,a,M,r * F * sin(alpha),r * F * \sin(\alpha),N * m,,Momentul forţei faţa de un punct,force moment to a point,
,,a,M,F * b,F * b,N * m,,Momentul forţei faţa de un punct,force moment to a point,
,,a,vec r,,,,,vectorul de poziţie al forţei,the position vector of force,https://en.wikipedia.org/wiki/Position_(vector)
,,a,vec F,,,,,forţa  ,force  ,https://en.wikipedia.org/wiki/Force
,,a,alpha,,,,,unghiul dintre vector r şi vector F,the angle between vector r and vector F,https://en.wikipedia.org/wiki/Angle
,,a,b,,,,,braţul forţei,force arm,https://en.wikipedia.org/wiki/Force
,,a,vec mu,- e/(2 * m_0) * vec L,- e/(2 * m_0) * \vec L,A * m^2,,Momentul magnetic orbital al electronului în atom,orbital magnetic moment of the electron in an atom,https://en.wikipedia.org/wiki/Magnetic_moment
,,a,mu_z,- e/(2 * m_0) * (bar h) / (2 * pi) *m,- e/(2 * m_0) * (\bar h) / (2 * \pi) * m,A * m^2,,proiecţia momentului magnetic orbital pe o axa din momentul magnetic orbital al electronului în atom,orbital magnetic moment projection on an axis of orbital magnetic moment of the electron in an atom,https://en.wikipedia.org/wiki/Magnetic_moment
,,a,e,,,,,sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Elementary_charge
,,a,m_0,,,,,masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Electron_rest_mass
,,a,vec L,,,,,momentul cinetic al electronului  ,the kinetic momentum of the electron  ,https://en.wikipedia.org/wiki/Momentum
,,a,vec mu_s,(2 * e)/(2 * m_0) * vec S,(2 * e)/(2 * m_0) * \vec S,A * m^2,,Momentul magnetic de spin al electronului în atom,spin magnetic moment of the electron in an atom,https://en.wikipedia.org/wiki/Magnetic_moment
,,a,vec mu_{sz},(2 * e)/(2 * m_0) * (bar h) / (2 * pi) * m_s,(2 * e)/(2 * m_0) * (\bar h) / (2 * \pi) * m_s,A * m^2,,Momentul magnetic de spin al electronului în atom,spin magnetic moment of the electron in an atom,https://en.wikipedia.org/wiki/Magnetic_moment
,,a,vec mu_{sz},2 * mu_B * m_s,2 * \mu_B * m_s,A * m^2,,Momentul magnetic de spin al electronului în atom,spin magnetic moment of the electron in an atom,https://en.wikipedia.org/wiki/Magnetic_moment
,,a,vec mu_{sz},pm mu_B,\pm \mu_B,A * m^2,,Momentul magnetic de spin al electronului în atom,spin magnetic moment of the electron in an atom,https://en.wikipedia.org/wiki/Magnetic_moment
,,a,e,,,,,sarcina electrică elementară,elementary electric charge,https://en.wikipedia.org/wiki/Elementary_charge
,,a,m_0,,,,,masa de repaus a electronului,the rest mass of the electron,https://en.wikipedia.org/wiki/Electron_rest_mass
,,a,m_s,"-1/2, 1/2","-1/2, 1/2",,,număr cuantic de spin,spin quantum number,https://en.wikipedia.org/wiki/Spin_quantum_number
,,a,mu_B,,,,,magnetonul Bohr,Bohr magneton,https://en.wikipedia.org/wiki/Bohr_magneton
,,a,,,,,,Numere cuantice,quantum numbers,https://en.wikipedia.org/wiki/Quantum_number
,,a,n,"1,2,3,...","1,2,3,...",,,număr cuantic principal,principal quantum number,https://en.wikipedia.org/wiki/Quantum_number
,,a,l,"0,1,2,...,n - 1","0,1,2,...,n - 1",,,număr cuantic orbital ,orbital quantum number,https://en.wikipedia.org/wiki/Azimuthal_quantum_number
,,a,m,"-1,...,0,...,1","-1,...,0,...,1",,,număr cuantic magnetic,magnetic quantum number,https://en.wikipedia.org/wiki/Magnetic_quantum_number
,,a,m_s,"-1/2,1/2","-1/2,1/2",,,număr cuantic de spin,spin quantum number,https://en.wikipedia.org/wiki/Spin_quantum_number
,,a,2*n^2,sum_{l=0}^{n-1} 2*(2*l + 1) ,\sum_{l=0}^{n-1} 2*(2*l + 1) ,,,Număr maxim de electroni în atom cu acelaşi număr cuantic principal,maximum number of electrons in the atom with the same principal quantum number,
