id,en_symbol,part_of,math_symbol,math_formula,tex_formula,unit,vars,ro_description,en_description,wiki,auto_translation,poswiki
,,t,m,,,,,masa lichidului (gazului),the liquid mass (gas),https://en.wikipedia.org/wiki/Liquefied_gas,the liquid (gas),https://en.wikipedia.org/wiki/the_liquid_mass_(gas)
,,t,lambda_s,Q/m,\frac Q m,J * kg^{-1},,Căldura latentă specifică de solidificare (topire),specific latent heat of solidification (melting),https://en.wikipedia.org/wiki/Freezing,Specific latent heat of solidification (melting),https://en.wikipedia.org/wiki/specific_latent_heat_of_solidification_(melting)
,,t,Q,,,,,căldura latentă de solidificare (topire),solidifying latent heat (melting),https://en.wikipedia.org/wiki/Freezing,solidifying latent heat (melting),https://en.wikipedia.org/wiki/solidifying_latent_heat_(melting)
,,t,m,,,,,masa lichidului (solidului),the liquid mass (solid),https://en.wikipedia.org/wiki/Liquid,the liquid (solid),https://en.wikipedia.org/wiki/the_liquid_mass_(solid)
,,t,C,1 /nu * Q /{Delta T},\frac 1 {\nu} \frac Q {\Delta T},J * mol^{-1} * K^{-1},,Căldura molară (capacitatea calorică molară),molar heat (molar heat capacity),https://en.wikipedia.org/wiki/Heat_capacity,Molar heat (heat capacity molar),https://en.wikipedia.org/wiki/molar_heat_(molar_heat_capacity)
,,t,nu,,,,,număr de moli,the number of moles,https://en.wikipedia.org/wiki/Mole_(unit),the number of moles,https://en.wikipedia.org/wiki/the_number_of_moles
,,t,Q,,,,,cantitatea de căldură în proces,the amount of heat in the process,https://en.wikipedia.org/wiki/Heat_capacity,the amount of heat in the process,https://en.wikipedia.org/wiki/the_amount_of_heat_in_the_process
,,t,Delta T,,,,,variaţia temperaturii,temperature variation,https://en.wikipedia.org/wiki/Temperature,temperature variation,https://en.wikipedia.org/wiki/temperature_variation
,,t,C_p,{Q_p}/{nu * Delta T},\frac {Q_p}{\nu \Delta T},J * mol^{-1} * K^{-1},,Căldura molară la presiune constantă,molar heat capacity at constant pressure,https://en.wikipedia.org/wiki/Mole_(unit),Molar heat capacity at constant pressure,https://en.wikipedia.org/wiki/molar_heat_capacity_at_constant_pressure
,,t,Q_p,,,,,cantitatea de căldură în procesul izobar,the amount of heat in the isobaric process,https://en.wikipedia.org/wiki/Heat_capacity,the amount of heat in the isobaric,https://en.wikipedia.org/wiki/the_amount_of_heat_in_the_isobaric_process
,,t,Delta T,,,,,variaţia temperaturii gazului,gas temperature variation,https://en.wikipedia.org/wiki/Temperature,gas temperature variation,https://en.wikipedia.org/wiki/gas_temperature_variation
,,t,nu,,,,,numărul de moli,the number of moles,https://en.wikipedia.org/wiki/Mole_(unit),the number of moles,https://en.wikipedia.org/wiki/the_number_of_moles
,,t,C_p,{Q_v}/{nu * Delta T},\frac {Q_v}{\nu \Delta T},J * mol^{-1} * K^{-1},,Căldura molară la volum constant,molar heat at constant volume,https://en.wikipedia.org/wiki/Heat_capacity,Molar heat at constant volume,https://en.wikipedia.org/wiki/molar_heat_at_constant_volume
,,t,Q_v,,,,,cantitatea de căldură în procesul izocor,the amount of heat in the iso process,https://en.wikipedia.org/wiki/Heat_capacity,the amount of heat in the iso,https://en.wikipedia.org/wiki/the_amount_of_heat_in_the_iso_process
,,t,Delta T,,,,,variaţia temperaturii gazului,gas temperature variation,https://en.wikipedia.org/wiki/Temperature,gas temperature variation,https://en.wikipedia.org/wiki/gas_temperature_variation
,,t,nu,,,,,numărul de moli,the number of moles,https://en.wikipedia.org/wiki/Mole_(unit),the number of moles,https://en.wikipedia.org/wiki/the_number_of_moles
,,t,c,{Q}/{m * Delta T},\frac {Q}{m \Delta T},J * mol^{-1} * K^{-1},,Căldura specifică (capacitate calorică masică; căldură masică),"the specific heat (heat capacity mass, mass heat)",https://en.wikipedia.org/wiki/Heat_capacity,"The specific heat (heat capacity mass, mass heat)","https://en.wikipedia.org/wiki/the_specific_heat_(heat_capacity_mass,_mass_heat)"
,,t,Q,,,,,cantitatea de căldură,the amount of heat,https://en.wikipedia.org/wiki/Heat_capacity,the amount of heat,https://en.wikipedia.org/wiki/the_amount_of_heat
,,t,m,,,,,masa corpului,mass,https://en.wikipedia.org/wiki/Mass,body mass,https://en.wikipedia.org/wiki/mass
,,t,Delta T,,,,,variaţia temperaturii corpului,body temperature variation,https://en.wikipedia.org/wiki/Temperature,change in body temperature,https://en.wikipedia.org/wiki/body_temperature_variation
,,"o,r",k,A * c,Ac,m^{-1},,Coeficientul de absorbţie,absorption coefficient,https://en.wikipedia.org/wiki/Absorption_(chemistry),Absorption coefficient,https://en.wikipedia.org/wiki/absorption_coefficient
,,"o,r",k,{ln {I_0}/ I}/{d},\frac {\ln \frac {I_0} I}{d},m^{-1},,Coeficientul de absorbţie,absorption coefficient,https://en.wikipedia.org/wiki/Absorption_(chemistry),Absorption coefficient,https://en.wikipedia.org/wiki/absorption_coefficient
,,"o,r",c,,,,,concentraţia de molecule absorbante,the concentration of the absorbing molecules,https://en.wikipedia.org/wiki/Absorption_(chemistry),the concentration of the absorbing molecules,https://en.wikipedia.org/wiki/the_concentration_of_the_absorbing_molecules
,,"o,r",A,,,,,constantă care depinde de natura substanţei absorbante,constant which depends on the nature of the absorbent,https://en.wikipedia.org/wiki/Absorption_(chemistry),constant which depends on the nature of the absorbent,https://en.wikipedia.org/wiki/constant_which_depends_on_the_nature_of_the_absorbent
,,"o,r",I_0,,,,,intensitatea radiaţiei incidente,the intensity of the incident radiation,https://en.wikipedia.org/wiki/Radiation,the intensity of the incident radiation,https://en.wikipedia.org/wiki/the_intensity_of_the_incident_radiation
,,"o,r",I,,,,,intensitatea radiaţiei emergente,emerging radiation intensity,https://en.wikipedia.org/wiki/Radiation,emerging radiation intensity,https://en.wikipedia.org/wiki/emerging_radiation_intensity
,,"o,r",d,,,,,grosimea stratului absorbant,the thickness of the absorbent layer,https://en.wikipedia.org/wiki/Optical_depth,the thickness of the absorbent layer,https://en.wikipedia.org/wiki/the_thickness_of_the_absorbent_layer
,,t,alpha,{Delta l}/{l_0 * Delta T},\frac {\Delta l}{l_0\Delta T},K^{-1},,Coeficientul de dilatare termică liniară pentru corpuri solide izotrope,the coefficient of linear thermal expansion for isotropic solid bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of linear thermal expansion for isotropic solids,https://en.wikipedia.org/wiki/the_coefficient_of_linear_thermal_expansion_for_isotropic_solid_bodies
,,t,alpha,{l - l_0}/{l_0 * Delta T},\frac {l - l_0}{l_0\Delta T},K^{-1},,Coeficientul de dilatare termică liniară pentru corpuri solide izotrope,the coefficient of linear thermal expansion for isotropic solid bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of linear thermal expansion for isotropic solids,https://en.wikipedia.org/wiki/the_coefficient_of_linear_thermal_expansion_for_isotropic_solid_bodies
,,t,Delta l,,,,,variaţia lungimii barei,variation in the length bar,https://en.wikipedia.org/wiki/Length,variation in the length bar,https://en.wikipedia.org/wiki/variation_in_the_length_bar
,,t,l,,,,,lungimea barei la temperatura t°C,the length of the bar at a temperature t° C,https://en.wikipedia.org/wiki/Length,the length of the bar at a temperature t ° C,https://en.wikipedia.org/wiki/the_length_of_the_bar_at_a_temperature_t°_C
,,t,l_0,,,,,lungimea barei la 0°C,the length of the bar at 0° C,https://en.wikipedia.org/wiki/Length,the length of the bar at 0 ° C,https://en.wikipedia.org/wiki/the_length_of_the_bar_at_0°_C
,,t,Delta T,,,,,variaţia temperaturii barei,temperature variation bar,https://en.wikipedia.org/wiki/Temperature,temperature variation bar,https://en.wikipedia.org/wiki/temperature_variation_bar
,,t,beta,{Delta S}/{S_0 * Delta T},\frac {\Delta S}{S_0\Delta T},K^{-1},,Coeficientul de dilatare termică superficială (în suprafaţă) pentru corpuri solide izotrope,the coefficient of superficial thermal expansion (in surface) for isotropic bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion of the surface (the surface) to isotropic solids,https://en.wikipedia.org/wiki/the_coefficient_of_superficial_thermal_expansion_(in_surface)_for_isotropic_bodies
,,t,beta,{S - S_0}/{S_0 * Delta T},\frac {S - S_0}{S_0\Delta T},K^{-1},,Coeficientul de dilatare termică superficială (în suprafaţă) pentru corpuri solide izotrope,the coefficient of superficial thermal expansion (in surface) for isotropic bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion of the surface (the surface) to isotropic solids,https://en.wikipedia.org/wiki/the_coefficient_of_superficial_thermal_expansion_(in_surface)_for_isotropic_bodies
,,t,beta,2 * alpha,2\alpha,,,Coeficientul de dilatare termică superficială (în suprafaţă) pentru corpuri solide izotrope,the coefficient of superficial thermal expansion (in surface) for isotropic bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion of the surface (the surface) to isotropic solids,https://en.wikipedia.org/wiki/the_coefficient_of_superficial_thermal_expansion_(in_surface)_for_isotropic_bodies
,,t,Delta S,,,,,variaţia suprafeţei plăcii,the variation of the surface plate,https://en.wikipedia.org/wiki/Thermal_expansion,variation of the surface plate,https://en.wikipedia.org/wiki/the_variation_of_the_surface_plate
,,t,S,,,,,suprafaţa plăcii la temperatura t°C,surface of the plate at the temperature t° C,https://en.wikipedia.org/wiki/Thermal_expansion,surface of the plate at the temperature t ° C,https://en.wikipedia.org/wiki/surface_of_the_plate_at_the_temperature_t°_C
,,t,S_0,,,,,suprafaţa plăcii la 0°C,surface of the plate at 0° C,https://en.wikipedia.org/wiki/Thermal_expansion,surface of the plate at 0 ° C,https://en.wikipedia.org/wiki/surface_of_the_plate_at_0°_C
,,t,Delta T,,,,,variaţia temperaturii plăcii,plate temperature variation,https://en.wikipedia.org/wiki/Temperature,plate temperature variation,https://en.wikipedia.org/wiki/plate_temperature_variation
,,t,alpha,,,,,coeficientul de dilatare termică liniară,coefficient of linear thermal expansion,https://en.wikipedia.org/wiki/Thermal_expansion,coefficient of linear thermal expansion,https://en.wikipedia.org/wiki/coefficient_of_linear_thermal_expansion
,,t,gamma,{Delta V}/{V_0 * Delta T},\frac {\Delta V}{V_0\Delta T},K^{-1},,Coeficientul de dilatare termică în volum pentru corpuri solide izotrope,the coefficient of thermal expansion in volume for solid isotropic bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion in the isotropic volume solids,https://en.wikipedia.org/wiki/the_coefficient_of_thermal_expansion_in_volume_for_solid_isotropic_bodies
,,t,gamma,{V - V_0}/{V_0 * Delta T},\frac {V - V_0}{V_0\Delta T},K^{-1},,Coeficientul de dilatare termică în volum pentru corpuri solide izotrope,the coefficient of thermal expansion in volume for solid isotropic bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion in the isotropic volume solids,https://en.wikipedia.org/wiki/the_coefficient_of_thermal_expansion_in_volume_for_solid_isotropic_bodies
,,t,gamma,approx 3 * alpha,\approx 3\alpha,K^{-1},,Coeficientul de dilatare termică în volum pentru corpuri solide izotrope,the coefficient of thermal expansion in volume for solid isotropic bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion in the isotropic volume solids,https://en.wikipedia.org/wiki/the_coefficient_of_thermal_expansion_in_volume_for_solid_isotropic_bodies
,,t,AV,,,,,variaţia volumului corpului,change in body volume,https://en.wikipedia.org/wiki/Volume,change in body volume,https://en.wikipedia.org/wiki/change_in_body_volume
,,t,V,,,,,volumul corpului la temperatura t°C,volume of the body at temperature t° C,https://en.wikipedia.org/wiki/Volume,volume of the body at temperature t ° C,https://en.wikipedia.org/wiki/volume_of_the_body_at_temperature_t°_C
,,t,V0,,,,,volumul corpului la 0°C,body volume at 0° C,https://en.wikipedia.org/wiki/Volume,body volume at 0 ° C,https://en.wikipedia.org/wiki/body_volume_at_0°_C
,,t,AT,,,,,variaţia temperaturii corpului,change in body temperature,https://en.wikipedia.org/wiki/Temperature,change in body temperature,https://en.wikipedia.org/wiki/change_in_body_temperature
,,t,a,,,,,coeficient de dilatare termică liniară,coefficient of linear thermal expansion,https://en.wikipedia.org/wiki/Thermal_expansion,coefficient of linear thermal expansion,https://en.wikipedia.org/wiki/coefficient_of_linear_thermal_expansion
,,t,gamma,{Delta V}/{V_0 * Delta T},\frac {\Delta V}{V_0\Delta T},K^{-1},,Coeficientul de dilatare termică în volum pentru corpuri lichide,the coefficient of thermal expansion in volume for liquid  bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion in liquid volume bodies,https://en.wikipedia.org/wiki/the_coefficient_of_thermal_expansion_in_volume_for_liquid__bodies
,,t,gamma,{V - V_0}/{V_0 * Delta T},\frac {V - V_0}{V_0\Delta T},K^{-1},,Coeficientul de dilatare termică în volum pentru corpuri lichide,the coefficient of thermal expansion in volume for liquid  bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion in liquid volume bodies,https://en.wikipedia.org/wiki/the_coefficient_of_thermal_expansion_in_volume_for_liquid__bodies
,,t,gamma,gamma_a + gamma_s,\gamma_a + \gamma_s,K^{-1},,Coeficientul de dilatare termică în volum pentru corpuri lichide,the coefficient of thermal expansion in volume for liquid  bodies,https://en.wikipedia.org/wiki/Thermal_expansion,The coefficient of thermal expansion in liquid volume bodies,https://en.wikipedia.org/wiki/the_coefficient_of_thermal_expansion_in_volume_for_liquid__bodies
,,t,AV,,,,,variaţia volumului lichidului,variation in fluid volume,https://en.wikipedia.org/wiki/Liquid,variation in fluid volume,https://en.wikipedia.org/wiki/variation_in_fluid_volume
,,t,V,,,,,volumul lichidului la temperatura t°C,liquid volume at t° C,https://en.wikipedia.org/wiki/Liquid,liquid volume at t ° C,https://en.wikipedia.org/wiki/liquid_volume_at_t°_C
,,t,V0,,,,,volumul lichidului la 0°C,liquid volume at 0° C,https://en.wikipedia.org/wiki/Liquid,volume of the liquid at 0 ° C,https://en.wikipedia.org/wiki/liquid_volume_at_0°_C
,,t,AT,,,,,variaţia temperaturii lichidului,fluid temperature variation,https://en.wikipedia.org/wiki/Liquid,fluid temperature variation,https://en.wikipedia.org/wiki/fluid_temperature_variation
,,t,gamma_a,{Delta V_a}/{V_0 * Delta T},\frac {\Delta V_a}{V_0\Delta T},K^{-1},,Coeficientul de dilatare termică aparentă a lichidului,the apparent thermal expansion coefficient of the liquid,https://en.wikipedia.org/wiki/Liquid,The apparent thermal expansion coefficient of the liquid,https://en.wikipedia.org/wiki/the_apparent_thermal_expansion_coefficient_of_the_liquid
,,t,gamma_a,gamma - gamma_s,\gamma - \gamma_s,K^{-1},,Coeficientul de dilatare termică aparentă a lichidului,the apparent thermal expansion coefficient of the liquid,https://en.wikipedia.org/wiki/Liquid,The apparent thermal expansion coefficient of the liquid,https://en.wikipedia.org/wiki/the_apparent_thermal_expansion_coefficient_of_the_liquid
,,t,Delta V_a,,,,,creşterea aparentă a volumului de lichid,the apparent increase of the volume of fluid,https://en.wikipedia.org/wiki/Liquid,the apparent increase of the volume of fluid,https://en.wikipedia.org/wiki/the_apparent_increase_of_the_volume_of_fluid
,,t,V_0,,,,,volumul iniţial al lichidului,the initial volume of fluid,https://en.wikipedia.org/wiki/Liquid,the initial volume of fluid,https://en.wikipedia.org/wiki/the_initial_volume_of_fluid
,,t,Delta T,,,,,variaţia de temperatură,temperature variation,https://en.wikipedia.org/wiki/Temperature,temperature variation,https://en.wikipedia.org/wiki/temperature_variation
,,t,gamma,,,,,coeficient de dilatare termică a lichidului,coefficient of thermal expansion of the liquid,https://en.wikipedia.org/wiki/Thermal_expansion,coefficient of thermal expansion of the liquid,https://en.wikipedia.org/wiki/coefficient_of_thermal_expansion_of_the_liquid
